商品链接,商品编号,商品标题,店铺名称,商品价格,品牌,商品名称,商品编号,CPU型号,运行内存,机身颜色,三防标准,屏幕分辨率,充电功率,泰尔电竞评级,支持IPv6,屏幕材质,后摄主像素,机身内存,机身色系,风格,特征特质,主体.CCC强制性认证,主体.电信设备进网许可证,主体.上市日期,主体.机型,主体.入网型号,基本信息.机身颜色,基本信息.机身重量,基本信息.机身尺寸,存储.存储卡,存储.运行内存,存储.机身内存,屏幕.屏幕刷新率,屏幕.屏幕尺寸,屏幕.屏幕特色,电池信息.无线充电,电池信息.电池容量,电池信息.充电功率,操作系统.系统,网络支持.5G网络,网络支持.4G网络,网络支持.SIM卡类型,网络支持.卫星网络,网络支持.双卡机类型,网络支持.SIM卡数量,数据接口.充电接口,手机特性.生物识别,摄像头.前摄主像素,摄像头.拍照特色,摄像头.后摄2-超广角像素,摄像头.后摄3-tele像素,SkuId,ProductId,ShowCount,ShowCountStr,CommentCountStr,CommentCount,AverageScore,DefaultGoodCountStr,DefaultGoodCount,GoodCountStr,GoodCount,AfterCount,OneYear,AfterCountStr,VideoCount,VideoCountStr,GoodRate,GoodRateShow,GoodRateStyle,GeneralCountStr,GeneralCount,GeneralRate,GeneralRateShow,GeneralRateStyle,PoorCountStr,PoorCount,SensitiveBook,PoorRate,PoorRateShow,PoorRateStyle
https://item.jd.com/100074629814.html,100074629814,荣耀X50i+ 一亿像素超清记录 零风险调光OLED护眼屏 20GB(12+8)等效运存 12GB+256GB 流莹粉 5G,荣耀京东自营旗舰店,1599.0,荣耀（HONOR）,荣耀荣耀X50i+,100074629814,天玑6080,12GB,流莹粉,,FHD+,26-49W,,,OLED直屏,1亿像素,256GB,粉色系,,,是,是,2023-11-10,荣耀 X50i+,LLY-AN00,流莹粉,166g,宽74.55mm；长161.05mm；厚6.78mm,,12GB,256GB,90Hz,6.7英寸,,不支持,4500mAh(typ),35W,Android,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,,双卡双待,2个,,,800万像素,,无,无,100074629814,100074629814,0,100+,5000+,0,5,5000+,0,900+,0,0,0,20+,0,5,0.94,94,141,20+,0,0.025,3,4,30+,0,0,0.035,3,5
https://item.jd.com/10079356196362.html,10079356196362,荣耀x50 新品5G手机 荣耀手机 雨后初晴 8GB+128GB【享90天碎屏保】,荣耀亲选专卖店,1329.0,荣耀（HONOR）,荣耀（HONOR）X50,10079356196362,第一代骁龙6,8GB,雨后初晴,IP53,1.5K,26-49W,否,支持IPv6,OLED曲面屏,以官网信息为准,128GB,银色系,简约风，商务，炫彩,,是,是,2023-07-04,荣耀 X50,ALI-AN00,雨后初晴,185g,宽75.5mm；长163.6mm；厚7.98mm,不支持,8GB,128GB,120Hz,6.78英寸,德国莱茵护眼；高频PWM调光,不支持,5800mAh(typ),35W,Android,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,不支持,双卡双待,2个,Type-C,屏幕指纹,800万像素,前置双摄；蔡司影像,无,无,10079356196362,10079356196362,0,400+,5000+,0,5,2000+,0,1200+,0,0,0,20+,0,10+,0.96,96,144,10+,0,0.014,1,2,20+,0,0,0.026,3,4
https://item.jd.com/100050256186.html,100050256186,荣耀X50i 一亿像素超清影像 4500mAh大电池 35W超级快充 6.7英寸超窄边护眼全视屏 5G手机 8GB+256GB 幻夜黑,荣耀京东自营旗舰店,1199.0,荣耀（HONOR）,荣耀荣耀手机,100050256186,天玑6020,8GB,幻夜黑,不支持防水,FHD+,26-49W,,,LTPS LCD,1亿像素,256GB,黑色系,炫彩，时尚,,是,是,2023-04-21,荣耀 X50i,CRT-AN00,幻夜黑,179g,宽74.5mm；长162.9mm；厚7.48mm,不支持,,,90Hz,6.7英寸,无,不支持,,35W,Android,支持5G,4G TD-LTE；4G FDD-LTE,Nano SIM,,双卡双待,2个,Type-C,侧面指纹,800万像素,无,普通(以官网信息为准),无,100050256186,100050256186,0,2200+,5万+,0,5,5万+,0,1.2万+,0,0,0,200+,0,90+,0.97,97,145,100+,0,0.01,1,2,100+,0,0,0.02,2,3
https://item.jd.com/100086901881.html,100086901881,荣耀X50 GT 骁龙8+芯片 苍穹散热系统 灵龙触控引擎 5G手机 12+256 幻夜黑【1年延长保】,京东手机自营旗舰店,2199.0,荣耀（HONOR）,荣耀X50 GT,100086901881,第一代骁龙8+,12GB,幻夜黑,IP53,1.5K,26-49W,,,OLED曲面屏,以官网信息为准,256GB,黑色系,,,是,是,2024-01-04,荣耀 X50 GT,ALP-AN00,幻夜黑,192g,宽75.5mm；长163.6mm；厚7.98mm,,,,120Hz,6.78英寸,,不支持,5800mAh(typ),35W,MagicOS,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,,双卡双待,2个,Type-C,屏幕指纹,800万像素,,无,无,100086901881,100086901881,0,200+,5000+,0,5,5000+,0,900+,0,0,0,10+,0,10+,0.96,96,144,10+,0,0.015,2,2,20+,0,0,0.025,2,4
https://item.jd.com/100112922018.html,100112922018,荣耀（HONOR）X50i+ 一亿像素超清记录 调光OLED 浪漫美学设计 12GB+256GB 云水蓝 权益版,--,1599.0,荣耀（HONOR）,荣耀X50i+,100112922018,天玑6080,12GB,蓝色,,,26-49W,,,,,256GB,,,,是,是,,荣耀 X50i+,LLY-AN00,蓝色,,,,,,,,,,,,,,,,,,,,,,,,,100112922018,100112922018,0,5,100+,0,5,100+,0,10+,0,0,0,0,0,0,0.94,94,141,1,0,0.06,6,9,0,0,0,0.0,0,0
https://item.jd.com/100060838324.html,100060838324,荣耀X50 第一代骁龙6芯片 1.5K超清护眼硬核曲屏 5800mAh超耐久大电池 5G手机 12GB+256GB 勃朗蓝,京东手机运营商自营旗舰店,1435.0,荣耀（HONOR）,荣耀X50,100060838324,第一代骁龙6,12GB,勃朗蓝,IP53,1.5K,26-49W,否,支持IPv6,OLED曲面屏,以官网信息为准,256GB,黑色系,,,是,是,2023-07-05,荣耀 X50,ALI-AN00,勃朗蓝,185g,宽75.5mm；长163.6mm；厚7.98mm,不支持,,,120Hz,6.78英寸,高频PWM调光；德国莱茵护眼,不支持,,35W,Android,支持5G,4G TD-LTE；4G FDD-LTE,Nano SIM,不支持,双卡双待,2个,Type-C,屏幕指纹,800万像素,无,普通(以官网信息为准),无,100060838324,100060838324,0,800+,1万+,0,5,1万+,0,2100+,0,0,0,30+,0,20+,0.96,96,144,30+,0,0.015,2,2,40+,0,0,0.025,2,4
https://item.jd.com/10095757760962.html,10095757760962,荣耀x50gt 新品5G手机 荣耀手机 x40gt升级版   骁龙8+芯片 银翼战神 12GB+256GB,荣耀严选专卖店,1999.0,荣耀（HONOR）,荣耀（HONOR）X50 GT,10095757760962,第一代骁龙8+,12GB,银翼战神,IP53,1.5K,26-49W,否,,OLED曲面屏,以官网信息为准,256GB,,时尚，科技,NFC,是,是,,荣耀 X50 GT,ALP-AN00,银翼战神,,宽75.5mm；长163.3mm；厚79.8mm,不支持,,,120Hz,6.78英寸,无,不支持,,35W,MagicOS,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,不支持,双卡双待,2个,Type-C,屏幕指纹,800万像素,无,无,无,10095757760962,10095757760962,0,9,100+,0,5,100+,0,20+,0,0,0,0,0,0,1.0,100,150,0,0,0.0,0,0,0,0,0,0.0,0,0
https://item.jd.com/10093927821347.html,10093927821347,"爱心东东	
荣耀X50GT 新品5G手机 手机荣耀 银翼战神 12GB+256GB",博恒聚优旗舰店,1999.0,荣耀（HONOR）,荣耀（HONOR）X50 GT,10093927821347,第一代骁龙8+,12GB,银翼战神,IP53,1.5K,26-49W,否,,OLED曲面屏,以官网信息为准,256GB,,简约风，国潮风，动漫,轻薄,是,是,,荣耀 X50 GT,ALP-AN00,银翼战神,,宽75.5mm；长163.6mm；厚7.98mm,不支持,,,120Hz,6.78英寸,无,不支持,,35W,MagicOS,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,不支持,双卡双待,2个,Type-C,屏幕指纹,800万像素,无,无,无,10093927821347,10093927821347,0,80+,500+,0,5,500+,0,100+,0,0,0,7,0,3,0.98,98,147,0,0,0.0,0,0,3,0,0,0.02,2,3
https://item.jd.com/100087257694.html,100087257694,荣耀X50 GT 骁龙8+芯片 苍穹散热系统 灵龙触控引擎 5800mAh电池 1.5K抗摔护眼屏 12GB+256GB 幻夜黑,京东手机自营旗舰店,1899.0,荣耀（HONOR）,荣耀X50 GT,100087257694,第一代骁龙8+,12GB,幻夜黑,IP53,1.5K,26-49W,,,OLED曲面屏,以官网信息为准,256GB,,,,,,,荣耀 X50 GT,ALP-AN00,幻夜黑,192g,宽75.5mm；长163.6mm；厚7.98mm,,,,,6.78英寸,,不支持,5800mAh(typ),35W,MagicOS,支持5G,4G TD-LTE；4G FDD-LTE,,,双卡双待,2个,Type-C,屏幕指纹,800万像素,,无,无,100087257694,100087257694,0,100+,5000+,0,5,5000+,0,800+,0,0,0,9,0,5,0.96,96,144,20+,0,0.027,3,4,10+,0,0,0.013,1,2
https://item.jd.com/10078819122783.html,10078819122783,"爱心东东	
荣耀x50 新品5G手机 手机荣耀 典雅黑 8+128GB全网通",炜东电商旗舰店,1279.0,荣耀（HONOR）,荣耀（HONOR）X50,10078819122783,第一代骁龙6,8GB,典雅黑,不支持防水,1.5K,26-49W,否,支持IPv6,OLED曲面屏,1亿像素,128GB,混合色系,时尚,,是,是,2023-07-05,荣耀 X50,ALI-AN00,典雅黑,185g,宽75.5mm；长163.6mm；厚7.98mm,不支持,,,120Hz,6.78英寸,无,不支持,5800mAh(typ),35W,Android,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,不支持,以官网信息为准,2个,Type-C,屏幕指纹,800万像素,前置双摄；蔡司影像,普通(以官网信息为准),无,10078819122783,10078819122783,0,1200+,2万+,0,5,1万+,0,3400+,0,0,0,100+,0,70+,0.95,95,142,40+,0,0.011,1,2,100+,0,0,0.039,4,6
https://item.jd.com/10087796355664.html,10087796355664,荣耀x50 第一代骁龙6芯片 1.5K超清护眼硬核曲屏 5800mAh超耐久大电池 5G手机荣耀 典雅黑 8+256GB 官方标配,荣耀优选专卖店,1499.0,荣耀（HONOR）,荣耀（HONOR）X50,10087796355664,第一代骁龙6,8GB,典雅黑,IP53,1.5K,50-79W,否,支持IPv6,OLED曲面屏,以官网信息为准,256GB,,,,是,是,2023-07-05,荣耀 X50,以官网为准,典雅黑,185g,宽75.5mm；长163.6mm；厚7.98mm,不支持,8GB,256GB,120Hz,6.78英寸,德国莱茵护眼；高频PWM调光,不支持,,35W,Android,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,不支持,双卡双待,2个,Type-C,无,800万像素,前置双摄；蔡司影像,无,无,10087796355664,10087796355664,0,1800+,5000+,0,5,5000+,0,2600+,0,0,0,50+,0,10+,0.99,99,148,8,0,0.002,0,0,10+,0,0,0.008,1,2
https://item.jd.com/10088619085092.html,10088619085092,"爱心东东	
荣耀（HONOR）X50 5G手机 手机荣耀x40升级版 典雅黑 8+128GB全网通【90天碎屏险】",荣耀惠选专卖店,1329.0,荣耀（HONOR）,荣耀（HONOR）X50,10088619085092,第一代骁龙6,8GB,典雅黑,IP53,1.5K,26-49W,否,支持IPv6,OLED曲面屏,1亿像素,128GB,黑色系,简约风，大气，轻奢,轻薄,是,是,2023-07-05,荣耀 X50,ALI-AN00,典雅黑,185g,宽75.5mm；长163.6mm；厚7.98mm,不支持,8GB,128GB,120Hz,6.78英寸,SGS认证,不支持,5800mAh(typ),35W,Android,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,不支持,双卡双待,2个,Type-C,屏幕指纹,800万像素,前置双摄；蔡司影像,普通(以官网信息为准),普通(以官网信息为准),10088619085092,10088619085092,0,1000+,1万+,0,5,5000+,0,2100+,0,0,0,40+,0,30+,0.97,97,145,10+,0,0.007,1,1,30+,0,0,0.023,2,4
https://item.jd.com/100104497940.html,100104497940,荣耀（HONOR）X50i+ 一亿像素 零风险调光OLED护眼屏 12GB+256GB 云水蓝 权益版【一级】,中国移动手机京东自营官方旗舰店,1599.0,荣耀（HONOR）,荣耀X50i+,100104497940,天玑6080,12GB,云水蓝,,,26-49W,,,,,256GB,蓝色系,,,是,是,,荣耀 X50i+,LLY-AN00,云水蓝,,,,,,,,,,,,,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,,,,,侧面指纹；人脸识别,,,,,100104497940,100104497940,0,6,200+,0,5,200+,0,20+,0,0,0,0,0,0,0.96,96,144,1,0,0.04,4,6,0,0,0,0.0,0,0
https://item.jd.com/10079419742546.html,10079419742546,荣耀X50手机 1.5K超清护眼硬核曲屏 第一代骁龙6芯片 5800mAh超耐久大电池 雨后初晴 8G+256GB,荣耀官方旗舰店,1599.0,荣耀（HONOR）,荣耀（HONOR）X50,10079419742546,第一代骁龙6,8GB,雨后初晴,IP53,1.5K,26-49W,否,支持IPv6,OLED曲面屏,以官网信息为准,256GB,白色系,,,是,是,2023-07-05,荣耀 X50,,雨后初晴,185g,宽75.5mm；长163.6mm；厚7.98mm,不支持,,,以官网信息为准,6.78英寸,德国莱茵护眼；高频PWM调光,不支持,5800mAh(typ),35W,Android,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,不支持,双卡双待,2个,Type-C,,800万像素,前置双摄；蔡司影像,无,无,10079419742546,10079419742546,0,200+,5000+,0,5,5000+,0,1100+,0,0,0,10+,0,10+,0.96,96,144,10+,0,0.015,2,2,20+,0,0,0.025,2,4
https://item.jd.com/10079876373175.html,10079876373175,荣耀x50 第一代骁龙6芯片 1.5K超清护眼硬核曲屏 新品5G手机荣耀x40升级版 典雅黑 8+128GB 官方标配,京东电竞手机官方旗舰店,1279.0,荣耀（HONOR）,荣耀（HONOR）X50,10079876373175,第一代骁龙6,8GB,典雅黑,IP53,1.5K,26-49W,否,支持IPv6,OLED曲面屏,以官网信息为准,128GB,黑色系,,,是,是,2023-07-05,荣耀 X50,,典雅黑,185g,宽75.5mm；长163.6mm；厚7.98mm,不支持,,,120Hz,6.78英寸,德国莱茵护眼；高频PWM调光,不支持,,35W,Android,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,不支持,双卡双待,2个,Type-C,,800万像素,前置双摄,无,无,10079876373175,10079876373175,0,2000+,2万+,0,5,2万+,0,6100+,0,0,0,100+,0,70+,0.97,97,145,50+,0,0.008,1,1,100+,0,0,0.022,2,4
https://item.jd.com/10090995587008.html,10090995587008,荣耀（HONOR）【24期|免息】手机荣耀X50i+ 新品5G一亿像素轻薄零风险调光护眼屏20G（12+8）智慧运存 云水蓝 12GB+256GB 官方标配,好机汇手机旗舰店,1318.0,荣耀（HONOR）,荣耀（HONOR）X50i+,10090995587008,天玑6080,12GB,云水蓝,不支持防水,FHD+,26-49W,,,OLED直屏,1亿像素,256GB,蓝色系,简约风，时尚，小巧,轻薄,是,是,,荣耀 X50i+,,云水蓝,166g,宽161.05mm；长74.55mm；厚6.78mm,不支持,12GB,256GB,90Hz,6.7英寸,,不支持,4500mAh(typ),35W,Android,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,,双卡双待,2个,Type-C,侧面指纹,800万像素,,无,无,10090995587008,10090995587008,0,100+,2000+,0,5,2000+,0,400+,0,0,0,10+,0,20+,0.96,96,144,9,0,0.03,3,4,5,0,0,0.01,1,2
https://item.jd.com/10078342554149.html,10078342554149,"爱心东东	
荣耀x50 新品5G手机 手机荣耀 x40升级版 典雅黑 8GB+256GB",博恒聚优旗舰店,1449.0,荣耀（HONOR）,荣耀（HONOR）X50,10078342554149,第一代骁龙6,8GB,典雅黑,不支持防水,FHD+,26-49W,否,支持IPv6,OLED曲面屏,以官网信息为准,256GB,纯色,大气，时尚,轻薄,是,是,2023-07-04,荣耀 X50,ALI-AN00,典雅黑,185g,宽75.5mm；长163.6mm；厚7.98mm,不支持,,,120Hz,6.78英寸,德国莱茵护眼,以官网信息为准,,35W,Android,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,不支持,双卡双待,2个,Type-C,屏幕指纹；人脸识别,800万像素,前置双摄；蔡司影像,无,普通(以官网信息为准),10078342554149,10078342554149,0,500+,5000+,0,5,5000+,0,1200+,0,0,0,50+,0,30+,0.96,96,144,10+,0,0.01,1,2,30+,0,0,0.03,3,4
https://item.jd.com/100104543958.html,100104543958,荣耀X50 GT 骁龙8+芯片 苍穹散热系统 灵龙触控引擎 5800mAh电池 1.5K抗摔护眼屏 5G 16+512 幻夜黑,荣耀通讯京东自营专区,2249.0,荣耀,荣耀X50 GT,100104543958,第一代骁龙8+,16GB,幻夜黑,IP53,1.5K,26-49W,,,OLED曲面屏,以官网信息为准,512GB,黑色系,,,是,是,2024-01-04,荣耀 X50 GT,ALP-AN00,幻夜黑,192g,宽75.5mm；长163.6mm；厚7.98mm,不支持,16GB,512GB,120Hz,6.78英寸,,不支持,5800mAh(typ),35W,MagicOS,支持5G,4G FDD-LTE；4G TD-LTE,Nano SIM,,双卡双待,2个,Type-C,屏幕指纹,800万像素,,无,无,100104543958,100104543958,0,40+,1000+,0,5,1000+,0,200+,0,0,0,4,0,4,0.95,95,142,9,0,0.039,4,6,3,0,0,0.011,1,2
