skuid,comment_id,score,content,creationTime,img_urls,productColor,buyCount,location,nickname,referenceTime,referenceName
100054315584,20605322117,1,此用户未填写评价内容,2024-03-21 16:32:34,[],山海青,1,云南,栀***1,2024-02-24 11:55:02,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20634108560,3,不是很流畅，发热，拍照可以,2024-03-29 11:12:14,[],冰白玉,1,内蒙古,小***2,2024-03-26 13:09:52,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20775733384,2,刚买一个礼拜就降价了，联系客服不退差价？大家需谨慎。,2024-05-07 14:15:39,[],山海青,1,广东,u***7,2024-04-23 22:19:36,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20697403079,3,收到货有点小失望，因为后面的小鹿不是突出的，而是包含在表面的图案！！！,2024-04-15 19:11:42,[],山海青,1,广东,j***m,2024-04-11 00:53:57,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20782848291,3,手机用了一段时间，外观挺漂亮的，打字的时候曲面边非常不好点，点非常多次才能选到字&hellip;&hellip;这个严重影响使，心情都不好了,2024-05-09 12:13:30,[],山海青,1,广东,小***A,2024-04-08 18:42:43,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20835930166,2,连耳机都没有差评,2024-05-22 19:26:59,[],山海青,1,海外,文***-,2024-05-19 14:58:56,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20593454448,2,手机有点卡，,2024-03-18 13:21:31,[],冰白玉,1,宁夏,0***7,2024-03-14 19:32:56,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20829266523,5,手机拍照效果惊人，色彩鲜艳，细节捕捉到位，比一些专业相机也不逊色！拍照小白也能拍出大片感，非常满意！,2024-05-21 09:52:34,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/183710/32/44849/135343/664bfe61Fbde6a01e/4ce1dc8c65f74f95.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/60671/23/25598/142725/664bfe62Fccc2e8c7/084046ab90533a1b.jpg']",山海青,1,湖南,昭***安,2024-04-29 12:26:14,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20767023222,5,手机已收到多日，试用了几天才来评价，总体来说是款很不错的一款手机，12+512的内存够大再也不用担心内存不足之处，两千不到就可以买到性价比这么高的手机，值得拥有，手机外观大气上档次，手感轻薄，拍照功能很清晰，一直都在用vivo手机，vivo手机值得信赖,2024-05-05 08:49:11,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/134899/14/41986/22653/6636d784Fa5d2d261/bc8f4acfe4c3e6a6.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/201965/35/42053/20268/6636d785F3ee4a112/d9aea2ec53a63aea.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/166304/20/45440/86789/6636d786F365fca23/a15a7fef2f03324a.jpg']",山海青,1,广西,j***u,2024-04-09 18:45:14,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20800576007,5,产品包装很严实没有破损，快递也很快很给力，打开包装很好，是正品，之前买过一个，现在这个是第二个了，很好用，值得推荐购买！,2024-05-14 09:51:30,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/222310/23/39277/51370/6642c3a1F24b54975/d43f8bc5916cbdce.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/182974/38/45403/63016/6642c3a1F4d6295cc/ae2912496319d33f.jpg']",山海青,1,江西,j***i,2024-04-07 20:25:13,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20868602745,5,一直很信赖京东自营商城的商品，产品质量有保证，卖家服务好物流更是很给力！这款手机是给家里老人买的，价格实惠物流方便！老人很喜欢！,2024-05-30 21:31:22,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/164764/19/46937/42750/66587fa9F056079e9/f4be1bbf4a5ec220.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/230635/30/19500/38040/66587faaFfffb8e0a/dc39681c59d2bfcd.jpg']",山海青,1,山东,w***2,2024-05-28 17:51:19,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20819708546,5,手机挺薄的，很轻便，颜值不错，曲面屏第一次用，还可以，我本身手机就是vivo，这个****很方便，直接把旧手机数据导入到新手机，其实我旧手机也能用就是内存不太够了，这个内存够大😍,2024-05-18 18:29:00,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/241332/8/5087/125876/664882ebF808f3b0b/85afe3df10ae7e52.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/240678/10/9465/158562/664882ecFf1d62576/a48170e1d978a93f.jpg']",山海青,1,河南,j***2,2024-05-15 18:39:07,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20847892603,5,"手机
外形外观：真的很好看呢

拍照效果：好看，第一张就是我拍的
屏幕音效：感觉不是特别棒，放歌的话声音有点杂
待机时间：时间很久呢",2024-05-25 18:00:05,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/234299/1/18767/94855/6651b6a3Face97069/6723329eceae12dd.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/189554/33/46527/73767/6651b6a4F5067d0bb/719ad8b1a083940f.jpg']",山海青,1,湖北,花***z,2024-05-21 15:10:59,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20788662858,5,我好喜欢这个手机的像素，之前在实体店踩了两次雷，没想到这次没踩雷😊，就是这个用电速度怎么感觉有一丢丢子的快🌚，充电的话用原装充的好快，用别的手机的原充充的好慢,2024-05-10 22:04:42,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/219533/27/41265/46490/663e2978Fb8f2e7f0/b64eb49f442bfbd2.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/111307/30/40981/59486/663e2979F3618a48e/9c72a808593a3bc6.jpg']",山海青,1,江西,j***1,2024-05-05 09:36:09,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20843589418,5,手机参加活动购买，实体店看了好几次都没下手，还是京东便宜，一样的产品，更优惠的价格，你会怎么选呢，来京东吧！,2024-05-24 16:50:33,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/167552/7/46871/42914/665054d8F14b83aa3/41780bb10460dbcf.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/224548/31/18360/34305/665054d9F984a7e9e/15c05628818af8b8.jpg']",冰白玉,2,山东,3***k,2024-04-08 10:14:59,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20865723870,5,以前基本没认真评价过，不知道浪费了多少积分了，听说评价超过100字可以送积分，这个福利实在是太赞太好了，妥妥的每条来评价下，赚积分，还可能有优惠券，下次抵现金用，这是第 N 多次在这里购物，东西便宜又不错，还不用自己跑出去买，简直太方便了，有时候还能碰上搞活动价格更是逆天，太给力了非常好，非常实惠真的是物超所值，物美价廉，赞一个超级好，是正品。,2024-05-30 09:20:28,['//img30.360buyimg.com/n0/s128x96_jfs/t1/224838/7/18334/91635/6657d45bF11bff46d/ee7983c5d64465d3.jpg'],玄黑,1,河南,茹***丫,2024-04-26 13:43:45,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20751824465,5,S17pro很轻也很薄，手握舒适，后盖的山水暗纹好看。试了拍照和自拍功能，清晰度高，两倍变焦很好用，补光灯让自拍和人像都柔和，减少了闪光灯那种突兀感。充电很快，用了半小时样子从15%充到92%。缺点是单扬声器外放声音干瘪单薄，好在听音乐可以用立体声蓝牙耳机问题不大。总的来说，这手机我满意，性价比很高。,2024-04-30 15:17:42,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/222201/9/40144/121737/66309b13Ffc3cf0e4/a724760a5cf9bb01.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/174011/9/41465/104753/66309b14F19a79739/cf50b4af9cbdb2d4.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/222307/28/39754/150167/66309b15Fe9c499fe/3c72cad75e6ebcfd.jpg']",山海青,1,四川,方***尊,2024-04-28 01:15:39,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20621440977,5,外形外观：手机比较薄，性价比很高。背壳质感不如S15pro，但胜在内存大，而且有很强大的前置摄像头，很适合女生们哦，可以存好多美照了！！,2024-03-25 22:20:11,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/238763/9/5903/19698/6601881aFfa38e7c7/e9128ea7d4001d52.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/187450/22/43104/33261/6601881aFdaea2af6/d85e53dcdde61488.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/184869/18/42463/24871/6601881aF9f25129a/de8c84a873ae3448.jpg']",山海青,1,天津,小***C,2024-03-19 19:10:50,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20641188027,5,首先颜值很高，手机背面，流光色，超好看。试了下性能，很快，网络也很稳定，一些设置也很个性化，小细节做的很棒，就是广角镜头一般。,2024-03-31 10:49:58,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/181789/6/44137/37026/6608cf55Fa77819fa/4ed573ee20b1314a.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/245981/10/6719/28883/6608cf55Fceeef3e2/981b4a67066591aa.jpg']",山海青,2,新疆,君***下,2024-03-13 11:20:57,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20667910287,5,质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，稜全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物店家很讲信誉，而且很不错哦，在这家店买东东，我很满意。,2024-04-07 16:38:28,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/237874/33/15738/32127/66125b83Faafd0903/a1eed671f842f70a.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/32836/27/18466/20959/66125b84Fdfcdab4a/b12b05af0d75141f.jpg']",玄黑,1,广东,y***s,2024-03-21 17:34:06,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20676050653,5,京东物流超级快，快递小哥****态度超好，物品包装完好无损，手机📱试玩了一下挺不错而且价格实惠，目前没有不满意的地方，外观漂亮颜值高拍照也不错，京东售后服务也是非常棒的，让人售后无忧放心购买，京东的老客户了，还会一直支持京东自营店的。,2024-04-09 19:26:42,['//img30.360buyimg.com/n0/s128x96_jfs/t1/236333/17/15480/73626/661525f1Fa517e44a/4f67cd047036ebc5.jpg'],山海青,1,天津,6***6,2024-04-08 08:03:06,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20621318643,5,首先先表演一下京东快递小哥 非常棒 宝贝收到了，质量很不错，包装精致，材质优秀，比想象中好，送礼自用非常合适，下次继续购买货收到后就拆开用了，质量很好，东西和官网买的没区别!包装很好，颜值不错，质量也没有问题真的推荐啊，快递速度 的快，爱了爱了,2024-03-25 21:47:16,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/107341/38/50303/129526/66018062F4229adc2/fb09c027c264b14d.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/187193/22/42713/121779/66018063F8d35811b/dedf21beb337fca5.jpg']",冰白玉,1,辽宁,还***呦,2024-03-14 22:42:45,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20688923723,5,"作为一名消费者，我非常荣幸能有机会体验这款手机。在使用过程中，我发现这款手机具有许多令人印象深刻的特点。

首先，我要说的是这款手机的外观设计非常出色。它采用了时尚简约的设计理念，无论是手感还是视觉效果都非常出色。同时，手机的屏幕分辨率非常高，无论是浏览网页还是看视频，都能提供清晰、流畅的体验。

在性能方面，这款手机也表现得相当出色。它搭载了强大的处理器和大容量的内存，无论是运行大型应用还是多任务处理，都能轻松应对。同时，它还配备了优秀的电池管理系统，能够在保证流畅使用的同时，有效延长电池续航时间。

此外，这款手机的拍照功能也值得一提。它配备了高像素的摄像头，无论是在光线充足的环境下还是在暗光环境下，都能拍出清晰、细腻的照片。同时，它还支持多种拍照模式和特效，让用户可以轻松拍出个性化的照片。

总的来说，我对这款手机的表现非常满意。它不仅拥有出色的外观设计和性能，还具备强大的拍照功能。我强烈推荐这款手机给那些追求高品质生活的消费者。同时，我也希望手机厂商能够继续改进产品，为我们带来更多优秀的产品。",2024-04-13 12:49:20,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/185180/32/44286/3538092/661a0ecfF9cb57b28/881290cf300626fd.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/131450/25/43856/3196679/661a0ed0Fcb711713/7a38f3eb62e5d007.jpg']",山海青,2,陕西,开***川,2024-04-10 22:37:40,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20661480395,4,手机拍照清晰，触感灵敏度很好，屏幕质感很好，主要是价格合适。手机充电相当快，电池很耐用。登山徒步那些地方信号都好。,2024-04-05 20:34:35,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/229244/34/16045/52795/660fefd9Fed81a94e/57ab2eb39c490186.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/165582/18/45104/52795/660fefdaF6a05df9b/fced485a18a472c3.jpg']",玄黑,1,重庆,j***f,2024-03-30 16:38:45,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20552471207,5,多年来一直都是在使用vivo手机vivo配件，并且全家都在使用，vivo值得信赖，vivo值得拥有。,2024-03-07 15:49:45,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/216502/18/38191/196250/65e97198Fbd96ba25/13d2fd1eb0a620cb.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/166913/1/43312/189708/65e97198Fd68ba83a/b1226f13a1600d41.jpg']",山海青,2,宁夏,j***7,2024-02-26 17:00:18,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20617548745,5,第一次用Vivo手机，这个S 17 pro手机使用了几天了，手机运行速度快，内存大，不卡顿，特别是拍照的照片清晰，值得购买。,2024-03-24 22:41:32,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/222707/18/28213/32270/66003b9aF42c9a9a0/2960fdba12d9a03f.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/242254/19/6366/30060/66003b9bF9f91948f/62855dfb8680b277.jpg']",山海青,2,广东,h***7,2024-03-19 00:01:05,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20398913393,5,"外形外观：外形外观：磨砂后盖，曲屏，顺手 丝滑
屏幕音效：屏幕音效非常棒
拍照效果：拍照效果也就那么回事，够用
运行速度：新手机允许速度没得说
待机时间：待机时间还行吧，反正充电快，一天冲两次
其他特色：至于其它特色还没使用几天，等待发现，哈哈😃",2024-01-23 20:44:53,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/246429/37/3980/23399/65afb4c2F41044b2e/6b8fa923fc28d453.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/232205/31/13405/40446/65afb4c3Fc7e45a96/149c640e9ff2bc25.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/233954/34/12588/161387/65afb4c4F581afdde/476cb460fd4dbe0e.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/156761/39/39924/35987/65afb4c4Fd968b38f/49d3b738f487c221.jpg']",玄黑,1,江苏,艾***梦,2024-01-17 13:33:35,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20585149032,5,京东自营发货快，物流快，售后有保障。这手机内存大。拍照清晰，前后柔光灯，充电速度也快。 外壳颜色非常好看，不玩大型游戏足够用。喜欢。,2024-03-16 08:51:29,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/208577/32/40669/16614/65f4ed10F702e10a4/14ade975bcf036de.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/241537/14/5502/76845/65f4ed11F4a20a413/bd04011218507a66.jpg']",冰白玉,2,山西,6***t,2024-01-14 21:56:05,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20760048010,5,"外形外观：很薄，漂亮
拍照效果：效果很好
运行速度：比之前的快很多",2024-05-03 05:44:41,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/187742/6/44762/118644/66340947Ff48bc00a/a6432d785487f6e7.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/248354/35/8474/78449/66340948F579268d2/efdb58688cf8551c.jpg']",山海青,1,河北,r***8,2024-05-01 16:09:40,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20848091098,5,外观设计十分吸引人，机身轻薄，手感舒适，曲面屏的设计增添了手机的时尚感，6.78英寸的1.5K微曲屏，色彩鲜艳，显示清晰。无论是看电影、玩游戏、浏览网页，都能带来极佳的视觉体验。硬件级低蓝光护眼和2160Hz高频调光功能在使用手机时感到舒适，不必担心长时间使用对眼睛的伤害。天玑8200处理器提供了强大的性能保障。无论是日常应用还是大型游戏，都能轻松应对，流畅运行。12GB的运行内存和512GB的机身内在使用过程中无需担心内存不足的问题。摄影能力也是其一大亮点。后置5000万像素主相机搭配800万超广角与1200万像素长焦镜头，拍照效果很好。,2024-05-25 18:50:10,[],山海青,1,天津,H***X,2024-05-20 15:15:35,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20861520076,5,"发货及时  物流很快
外形外观：漂亮
屏幕音效：反应迅速
拍照效果：清晰
运行速度：快
待机时间：还没来的及试",2024-05-29 07:02:10,[],山海青,1,山东,j***m,2024-05-26 21:19:27,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20879295991,5,"外形外观：很好看
屏幕音效：可以
拍照效果：很好
运行速度：很快
待机时间：可以
其他特色：的来说 还可以",2024-06-02 11:43:22,[],山海青,1,广东,u***8,2024-06-01 19:45:20,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20228368047,5,受用不了HW，依然支持国产手机，现在全家都改VV了，真心不错，性价比高，稳定耐用！,2023-12-09 17:34:42,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/228876/2/7143/41987/6574349fF33bcf0c2/42d70b32f46e7cd8.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/191292/9/42181/49931/657434a0F7001983d/dd3b675a180da278.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/232260/22/7162/42723/657434b1Ff997ad14/c1339acc02a82f19.jpg']",玄黑,1,河北,7***1,2023-12-02 09:42:01,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20223881942,5,京东物流就是快，买了第二天就到货了，手机很不错，512用着就是爽啊，手机外观也很漂亮。,2023-12-08 10:54:06,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/107846/34/32510/86755/6572854dFfd3b76e1/0fc71ab77345137c.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/230256/33/6681/65774/6572854eF4a3aa4fd/068ba3968c85a1c0.jpg']",玄黑,1,山东,h***3,2023-12-05 15:11:58,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20627554170,5,"手机收到了，质量很好，外观大气
拍照很清楚，像素高
音质也不错❤️    运行空间快反应灵敏😁😁

用了觉得很不错，商品质量好，发货也挺快的，总之就是很赞了🥰🥰🥰手机一直用后背发热属于正常情况不过没事，质量是正品放心用放心购买吧！",2024-03-27 15:17:07,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/110546/27/50585/161107/6603c7f0Fde118d72/2628e65c5e3b243b.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/221539/33/39156/136917/6603c7f1F27294369/ae8a2e0c8b2dadc0.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/167876/18/39609/95008/6603c7f1Ffc73698c/a53713d351dc6bfe.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/240235/25/6370/112665/6603c7f2F49de4785/d7604597840188c5.jpg']",山海青,1,广西,1***物,2024-03-19 17:11:05,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
100054315584,20599627429,5,手机收到了，质量很好，做工精细，款式新颖时尚，非常喜欢。京东搞活动买还不错，送货很快。,2024-03-20 03:05:10,"['//img30.360buyimg.com/n0/s128x96_jfs/t1/249839/8/6066/133373/65f9e1e5F2f908b63/770314400fca4861.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/191010/27/42773/44298/65f9e1e5F8f7de343/d2c31513099df9d0.jpg', '//img30.360buyimg.com/n0/s128x96_jfs/t1/249248/1/6134/264366/65f9e1e6F819b340e/9bd498740388567f.jpg']",冰白玉,1,贵州,u***j,2024-03-14 19:19:03,vivo手机 S17Pro 12GB+512GB山海青 前置5000万广角柔光 专业长焦人像镜头 天玑8200旗舰芯片 5G快充拍照手机
